City|Date|Card_Type|Exp_Type|Gender|Amount|EMI_Paid
Mumbai|22-Feb-15|Signature|Food|F|62690|1
Mumbai|08-Feb-15|Signature|Food|F|225614|1
Ahmedabad|20-Oct-13|Signature|Food|F|13879|1
Ahmedabad|04-Feb-15|Gold|Food|F|279579|1
Bengaluru|10-Sep-14|Gold|Food|F|253183|1
Bengaluru|10-May-14|Signature|Food|F|183197|1
Bengaluru|27-Aug-14|Gold|Food|F|260046|1
Bengaluru|21-Jul-14|Gold|Food|F|95981|1
Bengaluru|02-Mar-14|Gold|Food|F|157399|1
Delhi|20-Feb-14|Signature|Food|F|140041|1
Ahmedabad|05-Jan-14|Platinum|Food|F|288339|1
Ahmedabad|02-Jan-14|Platinum|Food|F|49494|1
Bengaluru|16-Apr-15|Platinum|Food|F|43954|1
Bengaluru|30-Nov-13|Platinum|Food|F|35543|1
Mumbai|05-Jan-14|Signature|Food|F|12982|1
Delhi|02-Apr-14|Platinum|Food|F|213140|1
Mumbai|22-Oct-13|Platinum|Food|F|95741|1
Bengaluru|07-Dec-13|Platinum|Food|F|129144|1
Ahmedabad|04-Mar-14|Gold|Food|F|115551|1
Bengaluru|26-Apr-14|Gold|Food|F|57961|1
Ahmedabad|04-Jan-15|Silver|Food|F|209527|1
Ahmedabad|08-Jul-14|Gold|Food|F|15892|1
Bengaluru|01-Dec-13|Signature|Food|F|155659|1
Mumbai|17-Jun-14|Silver|Food|F|246215|1
Mumbai|15-Oct-14|Signature|Food|F|149465|1
Ahmedabad|22-Aug-14|Gold|Food|F|259694|1
Delhi|23-Feb-14|Silver|Food|F|70009|1
Mumbai|05-Jan-15|Gold|Food|F|233391|1
Ahmedabad|04-Aug-14|Silver|Food|F|35002|1
Ahmedabad|18-Apr-15|Silver|Food|F|156519|1
Bengaluru|22-Apr-14|Gold|Food|F|286786|1
Bengaluru|18-Sep-14|Signature|Food|F|173244|1
Bengaluru|31-Dec-14|Platinum|Food|F|195804|1
Ahmedabad|09-Feb-15|Platinum|Food|F|162827|1
Bengaluru|26-Jan-15|Signature|Food|F|20036|1
Bengaluru|17-Jul-14|Signature|Food|F|266125|1
Mumbai|10-Mar-14|Signature|Food|F|156531|1
Ahmedabad|20-Oct-14|Signature|Food|F|288673|1
Ahmedabad|13-Oct-14|Signature|Food|F|67474|1
Delhi|28-Sep-14|Platinum|Food|F|220674|1
Mumbai|24-Apr-14|Gold|Food|F|282988|1
Bengaluru|24-Aug-14|Signature|Food|F|206308|1
Bengaluru|27-Nov-14|Platinum|Food|F|243074|1
Ahmedabad|04-Apr-15|Signature|Food|F|247181|1
Mumbai|08-Aug-14|Signature|Food|F|111842|1
Delhi|23-Mar-15|Gold|Food|F|277079|1
Delhi|28-Jan-15|Silver|Food|F|218638|1
Ahmedabad|14-Nov-14|Gold|Food|F|152216|1
Delhi|14-Apr-15|Signature|Food|F|42620|1
Ahmedabad|12-Jan-14|Gold|Food|F|101639|1
Mumbai|02-Mar-14|Silver|Food|F|102966|1
Bengaluru|10-Mar-15|Platinum|Food|F|127650|1
Mumbai|24-Jun-14|Platinum|Food|F|277737|1
Bengaluru|19-Mar-15|Signature|Food|F|251805|1
Ahmedabad|19-Feb-14|Signature|Food|F|288284|1
Bengaluru|22-Oct-13|Gold|Food|F|125290|1
Bengaluru|20-Aug-14|Silver|Food|F|166602|1
Ahmedabad|14-Apr-14|Silver|Food|F|219097|1
Bengaluru|26-Mar-15|Gold|Food|F|34082|1
Bengaluru|08-May-14|Silver|Food|F|20573|1
Bengaluru|28-Oct-13|Platinum|Food|F|245056|1
Ahmedabad|20-Dec-13|Signature|Food|F|131847|1
Delhi|16-Jan-15|Platinum|Food|F|276873|1
Bengaluru|06-May-14|Silver|Food|F|138342|1
Ahmedabad|09-Jan-15|Signature|Food|F|137292|1
Ahmedabad|04-Mar-14|Signature|Food|F|147750|1
Bengaluru|18-Oct-13|Signature|Food|F|2397|1
Bengaluru|16-Jul-14|Gold|Food|F|31051|1
Delhi|01-Oct-14|Signature|Food|F|55137|1
Mumbai|08-Nov-13|Gold|Food|F|136040|1
Ahmedabad|08-Dec-14|Platinum|Food|F|181721|1
Delhi|12-Mar-14|Signature|Food|F|81753|1
Ahmedabad|28-Nov-14|Platinum|Food|F|266386|1
Ahmedabad|03-May-15|Silver|Food|F|259008|1
Mumbai|10-Mar-15|Silver|Food|F|250995|1
Delhi|06-Oct-14|Signature|Food|F|232155|1
Mumbai|13-Feb-14|Silver|Food|F|48012|1
Delhi|01-Jan-15|Signature|Food|F|296543|1
Mumbai|25-Dec-14|Signature|Food|F|246893|1
Ahmedabad|19-Mar-15|Platinum|Food|F|95807|1
Ahmedabad|22-Aug-14|Platinum|Food|F|165278|1
Ahmedabad|15-Aug-14|Silver|Food|F|191618|1
Mumbai|26-Apr-15|Silver|Food|F|159718|1
Ahmedabad|28-Nov-14|Gold|Food|F|213552|1
Mumbai|03-May-15|Gold|Food|F|249061|1
Delhi|24-Feb-14|Silver|Food|F|279377|1
Delhi|19-Dec-14|Silver|Food|F|233694|1
Bengaluru|21-Jun-14|Silver|Food|F|102362|1
Bengaluru|10-Sep-14|Silver|Food|F|108296|1
Bengaluru|13-Apr-15|Gold|Food|F|258275|1
Bengaluru|21-Oct-14|Silver|Food|F|194260|1
Bengaluru|12-Apr-15|Gold|Food|F|167903|1
Ahmedabad|29-Jan-15|Silver|Food|F|128266|1
Bengaluru|19-Jan-15|Signature|Food|F|268543|1
Ahmedabad|17-Mar-14|Signature|Food|F|30653|1
Mumbai|01-Jan-15|Signature|Food|F|189981|1
Delhi|28-Apr-15|Gold|Food|F|230325|1
Mumbai|13-Mar-15|Signature|Food|F|176871|1
Mumbai|09-Dec-14|Platinum|Food|F|171241|1
Mumbai|07-Mar-14|Silver|Food|F|91846|1
Delhi|13-Nov-13|Silver|Food|F|162813|1
Delhi|04-Nov-14|Silver|Food|F|28569|1
Bengaluru|16-Nov-14|Silver|Food|F|231827|1
Delhi|04-Mar-15|Silver|Food|F|281283|1
Bengaluru|15-Oct-13|Silver|Food|F|291358|1
Delhi|27-Jul-14|Signature|Food|F|288888|1
Delhi|22-Nov-14|Gold|Food|F|283575|1
Mumbai|24-Jul-14|Silver|Food|F|132827|1
Delhi|31-Aug-14|Silver|Food|F|200721|1
Ahmedabad|12-Jan-14|Signature|Food|F|190220|1
Ahmedabad|05-Feb-15|Signature|Food|F|265508|1
Mumbai|10-Dec-13|Platinum|Food|F|298838|1
Mumbai|12-Jan-14|Silver|Food|F|203106|1
Ahmedabad|19-Oct-14|Platinum|Food|F|196647|1
Delhi|05-Jan-15|Gold|Food|F|136602|1
Mumbai|24-Feb-14|Gold|Food|F|236980|1
Mumbai|23-Mar-14|Signature|Food|F|59121|1
Bengaluru|07-Jan-14|Silver|Food|F|193944|1
Mumbai|13-Aug-14|Platinum|Food|F|109857|1
Bengaluru|30-Oct-13|Signature|Food|F|57768|1
Ahmedabad|02-Aug-14|Gold|Food|F|207196|1
Ahmedabad|26-Aug-14|Platinum|Food|F|8056|1
Ahmedabad|05-Jan-15|Platinum|Food|F|178478|1
Bengaluru|02-Aug-14|Platinum|Food|F|246046|1
Ahmedabad|29-Apr-14|Platinum|Food|F|192382|1
Mumbai|25-Oct-14|Gold|Food|F|19158|1
Mumbai|15-Dec-14|Platinum|Food|F|9552|1
Delhi|15-Mar-15|Platinum|Food|F|276862|1
Bengaluru|09-Nov-14|Silver|Food|F|147958|1
Mumbai|20-Sep-14|Gold|Food|F|151436|1
Ahmedabad|26-Nov-14|Signature|Food|F|271595|1
Bengaluru|27-Dec-14|Platinum|Food|F|8115|1
Mumbai|27-Jul-14|Silver|Food|F|73172|1
Delhi|03-Sep-14|Signature|Food|F|196816|1
Ahmedabad|16-Feb-14|Signature|Food|F|162829|1
Bengaluru|17-Oct-13|Signature|Food|F|252669|1
Ahmedabad|07-Feb-14|Gold|Food|F|54746|1
Bengaluru|11-Nov-13|Platinum|Food|F|108079|1
Ahmedabad|11-Mar-15|Platinum|Food|F|240804|1
Ahmedabad|07-Mar-15|Silver|Food|F|11289|1
Bengaluru|22-Nov-14|Silver|Food|F|127020|1
Mumbai|04-Apr-14|Signature|Food|F|114777|1
Delhi|17-Jan-15|Platinum|Food|F|88003|1
Delhi|23-Dec-14|Silver|Food|F|153154|1
Bengaluru|16-Oct-14|Gold|Food|F|114863|1
Bengaluru|18-Jul-14|Gold|Food|F|126912|1
Bengaluru|04-Dec-13|Platinum|Food|F|12621|1
Bengaluru|01-Sep-14|Silver|Food|F|248699|1
Ahmedabad|12-Apr-15|Gold|Food|F|232388|1
Delhi|09-Nov-13|Silver|Food|F|168039|1
Delhi|04-Oct-13|Silver|Food|F|122944|1
Bengaluru|19-May-14|Platinum|Food|F|171746|1
Mumbai|11-Aug-14|Platinum|Food|F|168495|1
Ahmedabad|20-Sep-14|Signature|Food|F|252614|1
Mumbai|28-Apr-15|Platinum|Food|F|233161|1
Mumbai|17-Nov-13|Gold|Food|F|85459|1
Ahmedabad|11-Mar-14|Signature|Food|F|156075|1
Mumbai|16-Jul-14|Signature|Food|F|161329|1
Mumbai|14-Jan-14|Gold|Food|F|183105|1
Delhi|01-Nov-14|Signature|Food|F|252691|1
Delhi|04-Apr-15|Gold|Food|F|221345|1
Ahmedabad|04-Jun-14|Platinum|Food|F|131014|1
Ahmedabad|28-Dec-13|Gold|Food|F|21571|1
Mumbai|16-Oct-13|Silver|Food|F|152307|1
Mumbai|11-Mar-15|Platinum|Food|F|193060|1
Bengaluru|08-Jan-15|Silver|Food|F|133084|1
Ahmedabad|08-May-14|Gold|Food|F|194361|1
Ahmedabad|05-Sep-14|Silver|Food|F|286369|1
Mumbai|05-Dec-13|Silver|Food|F|294814|1
Bengaluru|01-Oct-14|Gold|Food|F|276647|1
Mumbai|20-Dec-13|Signature|Food|F|269712|1
Bengaluru|30-Dec-13|Silver|Food|F|167306|1
Mumbai|19-Nov-14|Silver|Food|F|102247|1
Bengaluru|15-Oct-14|Platinum|Food|F|169677|1
Mumbai|09-Jul-14|Signature|Food|F|253586|1
Delhi|27-Apr-14|Gold|Food|F|285567|1
Ahmedabad|13-Oct-13|Signature|Food|F|155529|1
Delhi|17-Nov-14|Platinum|Food|F|214039|1
Mumbai|04-Jan-15|Signature|Food|F|25392|1
Ahmedabad|09-Mar-15|Platinum|Food|F|157972|1
Mumbai|15-Jun-14|Silver|Food|F|200754|1
Delhi|22-Feb-14|Silver|Food|F|24981|1
Delhi|10-Jun-14|Silver|Food|F|223418|1
Bengaluru|06-Aug-14|Signature|Food|F|23309|1
Bengaluru|04-Mar-14|Signature|Food|F|85771|1
Delhi|30-Jan-15|Silver|Food|F|189297|1
Mumbai|15-Mar-14|Gold|Food|F|125003|1
Ahmedabad|20-Feb-15|Silver|Food|F|226929|1
Mumbai|13-Feb-15|Silver|Food|F|176275|1
Bengaluru|06-Feb-15|Platinum|Food|F|253338|1
Ahmedabad|13-Jul-14|Signature|Food|F|213508|1
Delhi|04-Jan-14|Platinum|Food|F|147766|1
Bengaluru|25-Jul-14|Signature|Food|F|275085|1
Ahmedabad|10-Nov-14|Platinum|Food|F|40010|1
Ahmedabad|22-Nov-14|Signature|Food|F|66775|1
Ahmedabad|25-Nov-14|Platinum|Food|F|292554|1
Delhi|01-Nov-14|Platinum|Food|F|263104|1
Delhi|29-Nov-14|Platinum|Food|F|154806|1
Bengaluru|29-Jan-15|Gold|Food|F|129650|1
Ahmedabad|16-Jan-15|Signature|Food|F|249446|1
Bengaluru|09-Aug-14|Signature|Food|F|135794|1
Ahmedabad|31-Aug-14|Platinum|Food|F|16468|1
Mumbai|17-Jan-14|Gold|Food|F|185621|1
Delhi|17-Sep-14|Platinum|Food|F|279320|1
Mumbai|29-Dec-13|Platinum|Food|F|271787|1
Ahmedabad|29-Oct-13|Silver|Food|F|64241|1
Bengaluru|31-Mar-14|Platinum|Food|F|297737|1
Bengaluru|29-Jun-14|Gold|Food|F|192039|1
Delhi|12-Apr-15|Gold|Food|F|39866|1
Bengaluru|22-Aug-14|Gold|Food|F|112782|1
Delhi|17-Oct-13|Gold|Food|F|113433|1
Mumbai|16-May-15|Gold|Food|F|95081|1
Bengaluru|13-Nov-13|Signature|Food|F|148769|1
Ahmedabad|30-Dec-13|Gold|Food|F|161873|1
Bengaluru|23-Feb-15|Gold|Food|F|225071|1
Delhi|09-Mar-15|Gold|Food|F|260239|1
Mumbai|30-Mar-15|Gold|Food|F|161682|1
Mumbai|07-Nov-14|Signature|Food|F|59926|1
Bengaluru|02-May-14|Platinum|Food|F|22964|1
Mumbai|14-Oct-13|Platinum|Food|F|48570|1
Bengaluru|17-Oct-14|Silver|Food|F|52970|1
Bengaluru|20-Feb-15|Platinum|Food|F|13160|1
Ahmedabad|06-May-14|Gold|Food|F|295163|1
Bengaluru|27-Apr-15|Silver|Food|F|158649|1
Delhi|22-Oct-13|Platinum|Food|F|120780|1
Bengaluru|06-Mar-15|Signature|Food|F|72366|1
Mumbai|24-Jan-15|Silver|Food|F|281805|1
Bengaluru|01-Jun-14|Platinum|Food|F|197325|1
Bengaluru|31-Dec-14|Platinum|Food|F|167243|1
Delhi|30-Sep-14|Signature|Food|F|34451|1
Ahmedabad|20-Sep-14|Gold|Food|F|30120|1
Delhi|19-Nov-13|Silver|Food|F|189018|1
Bengaluru|02-Nov-14|Silver|Food|F|237971|1
Bengaluru|19-Apr-15|Gold|Food|F|71741|1
Ahmedabad|30-Dec-13|Signature|Food|F|231370|1
Mumbai|01-May-15|Gold|Food|F|166896|1
Delhi|09-Jul-14|Signature|Food|F|116086|1
Delhi|25-Mar-14|Signature|Food|F|35506|1
Ahmedabad|06-Feb-14|Signature|Food|F|247122|1
Bengaluru|19-Oct-14|Platinum|Food|F|230876|1
Bengaluru|04-Apr-15|Signature|Food|F|20358|1
Delhi|24-May-15|Platinum|Food|F|162487|1
Bengaluru|15-Apr-14|Signature|Food|F|245076|1
Mumbai|13-Aug-14|Silver|Food|F|217488|1
Ahmedabad|09-Aug-14|Gold|Food|F|23818|1
Bengaluru|07-Mar-15|Platinum|Food|F|298295|1
Delhi|26-Mar-14|Signature|Food|F|264509|1
Delhi|22-May-15|Platinum|Food|F|127526|1
Mumbai|26-Dec-13|Platinum|Food|F|158856|1
Ahmedabad|01-Sep-14|Silver|Food|F|233893|1
Delhi|14-Mar-14|Gold|Food|F|61388|1
Delhi|30-Jan-14|Signature|Food|F|149081|1
Ahmedabad|05-Apr-15|Gold|Food|F|103225|1
Ahmedabad|10-Jan-15|Gold|Food|F|254211|1
Delhi|20-Aug-14|Silver|Food|F|64034|1
Bengaluru|04-Jun-14|Signature|Food|F|27479|1
Mumbai|15-Mar-14|Platinum|Food|F|175112|1
Mumbai|13-Jan-14|Platinum|Food|F|9001|1
Bengaluru|03-Mar-14|Platinum|Food|F|115150|1
Bengaluru|28-Mar-14|Gold|Food|F|15615|1
Mumbai|16-Jan-14|Gold|Food|F|56905|1
Ahmedabad|07-Nov-14|Signature|Food|F|83916|1
Delhi|06-May-15|Signature|Food|F|123754|1
Mumbai|16-Nov-14|Platinum|Food|F|81289|1
Delhi|09-Apr-15|Gold|Food|F|70494|1
Ahmedabad|23-Aug-14|Gold|Food|F|268849|1
Delhi|23-Aug-14|Gold|Food|F|154645|1
Ahmedabad|04-Apr-14|Gold|Food|F|187546|1
Ahmedabad|01-Jan-15|Silver|Food|F|209232|1
Bengaluru|12-Mar-14|Platinum|Food|F|9999|1
Delhi|19-Feb-15|Platinum|Food|F|106503|1
Ahmedabad|05-Feb-15|Platinum|Food|F|183105|1
Bengaluru|28-Dec-13|Platinum|Food|F|14531|1
Ahmedabad|01-Jan-15|Signature|Food|F|75187|1
Delhi|10-May-15|Platinum|Food|F|241709|1
Bengaluru|06-Oct-13|Gold|Food|F|41266|1
Ahmedabad|13-Jan-15|Signature|Food|F|151734|1
Delhi|23-Jul-14|Silver|Food|F|49249|1
Ahmedabad|13-May-15|Silver|Food|F|7448|1
Bengaluru|19-Mar-14|Silver|Food|F|38146|1
Mumbai|16-Sep-14|Silver|Food|F|130542|1
Delhi|02-Sep-14|Silver|Food|F|267807|1
Bengaluru|01-Aug-14|Silver|Food|F|205047|1
Ahmedabad|23-Feb-14|Silver|Food|F|173596|1
Mumbai|01-Feb-15|Silver|Food|F|222368|1
Bengaluru|29-Apr-15|Silver|Food|F|283399|1
Bengaluru|10-Jan-15|Silver|Bills|F|291839|1
Delhi|06-Apr-15|Silver|Food|F|222487|1
Ahmedabad|11-Dec-13|Silver|Entertainment|F|236449|1
Mumbai|15-Oct-13|Silver|Food|F|152705|1
Ahmedabad|26-Feb-14|Silver|Grocery|F|36575|1
Bengaluru|06-May-14|Silver|Fuel|F|194493|1
Delhi|03-Nov-14|Silver|Food|F|58116|1
Delhi|12-Apr-15|Silver|Entertainment|F|179481|1
Mumbai|22-Feb-15|Silver|Food|F|205735|1
Mumbai|27-Dec-14|Silver|Fuel|F|249400|1
Delhi|25-May-14|Silver|Grocery|F|213000|1
Ahmedabad|28-Oct-13|Silver|Food|F|174245|1
Delhi|01-Sep-14|Silver|Food|F|191860|1
Delhi|17-Mar-14|Silver|Food|F|156171|1
Mumbai|08-Dec-13|Silver|Grocery|F|183633|1
Bengaluru|03-May-14|Silver|Food|F|282970|1
Mumbai|29-Nov-13|Silver|Food|F|67213|1
Mumbai|27-Dec-13|Silver|Entertainment|F|299122|1
Bengaluru|22-Oct-14|Silver|Entertainment|F|132237|1
Ahmedabad|26-Apr-15|Silver|Entertainment|F|64149|1
Bengaluru|24-May-15|Silver|Bills|F|106831|1
Bengaluru|09-Jan-15|Silver|Bills|F|147225|1
Bengaluru|15-Oct-14|Silver|Grocery|F|53822|1
Ahmedabad|10-Oct-13|Silver|Food|F|74794|1
Ahmedabad|12-Dec-13|Silver|Food|F|29985|1
Mumbai|18-Dec-14|Silver|Fuel|F|239856|1
Mumbai|02-Nov-14|Silver|Bills|F|168234|1
Mumbai|14-Apr-14|Silver|Fuel|F|10476|1
Mumbai|30-Nov-14|Silver|Bills|F|210425|1
Ahmedabad|02-Nov-13|Silver|Grocery|F|171803|1
Delhi|15-Jun-14|Silver|Fuel|F|31365|1
Ahmedabad|04-Dec-14|Silver|Entertainment|F|231629|1
Mumbai|13-Dec-13|Silver|Bills|F|79856|1
Ahmedabad|24-Oct-14|Silver|Food|F|129599|1
Delhi|05-May-15|Silver|Grocery|F|177579|1
Mumbai|01-May-14|Silver|Grocery|F|230362|1
Ahmedabad|11-Mar-15|Silver|Grocery|F|285777|1
Bengaluru|03-Jul-14|Silver|Entertainment|F|213640|1
Bengaluru|07-Dec-14|Silver|Bills|F|214511|1
Ahmedabad|17-Sep-14|Silver|Fuel|F|36849|1
Delhi|04-Apr-15|Silver|Grocery|F|160601|1
Mumbai|16-Oct-14|Silver|Fuel|F|273374|1
Bengaluru|21-Jul-14|Silver|Food|F|49592|1
Ahmedabad|16-Oct-14|Silver|Entertainment|F|287849|1
Ahmedabad|10-Apr-14|Silver|Grocery|F|290413|1
Ahmedabad|11-Mar-15|Silver|Grocery|F|253375|1
Bengaluru|03-Aug-14|Silver|Fuel|F|251295|1
Bengaluru|22-Apr-15|Silver|Food|F|236861|1
Delhi|29-Nov-14|Silver|Bills|F|299032|1
Delhi|18-May-15|Silver|Bills|F|139246|1
Bengaluru|05-Nov-13|Silver|Bills|F|139130|1
Mumbai|04-Oct-13|Silver|Entertainment|F|116700|1
Ahmedabad|04-Jul-14|Silver|Fuel|F|211228|1
Delhi|09-Oct-14|Silver|Bills|F|146817|1
Delhi|19-Jul-14|Silver|Grocery|F|274970|1
Bengaluru|25-Apr-14|Silver|Entertainment|F|37144|1
Delhi|17-Jul-14|Silver|Grocery|F|46381|1
Bengaluru|13-Jul-14|Silver|Bills|F|251886|1
Bengaluru|07-Feb-15|Silver|Fuel|F|2686|1
Bengaluru|06-May-14|Silver|Grocery|F|82474|1
Ahmedabad|21-Nov-13|Silver|Fuel|F|159903|1
Delhi|09-Mar-14|Silver|Entertainment|F|275547|1
Delhi|08-Jul-14|Silver|Entertainment|F|52513|1
Mumbai|13-Dec-13|Silver|Food|F|52484|1
Delhi|10-May-14|Silver|Food|F|5397|1
Mumbai|09-Nov-14|Silver|Bills|F|88117|1
Bengaluru|29-Jan-14|Silver|Food|F|56078|1
Mumbai|21-Nov-13|Silver|Bills|F|205643|1
Delhi|25-Jun-14|Silver|Fuel|F|47074|1
Bengaluru|15-Jul-14|Silver|Grocery|F|34594|1
Mumbai|25-Dec-13|Silver|Bills|F|31000|1
Delhi|17-May-14|Silver|Bills|F|138376|1
Bengaluru|29-Nov-14|Silver|Fuel|F|254875|1
Ahmedabad|04-Oct-13|Silver|Entertainment|F|240666|1
Delhi|19-Nov-13|Silver|Fuel|F|32871|1
Ahmedabad|06-Mar-14|Silver|Fuel|F|270101|1
Bengaluru|12-Mar-15|Silver|Entertainment|F|95715|1
Mumbai|12-Feb-15|Silver|Food|F|260724|1
Bengaluru|21-Nov-14|Silver|Bills|F|271600|1
Ahmedabad|26-Mar-14|Silver|Food|F|20006|1
Ahmedabad|05-Jul-14|Silver|Entertainment|F|171670|1
Delhi|04-Jan-15|Silver|Fuel|F|71727|1
Ahmedabad|06-Feb-15|Silver|Entertainment|F|57494|1
Bengaluru|24-Dec-14|Silver|Food|F|168546|1
Mumbai|12-Jun-14|Silver|Bills|F|30080|1
Ahmedabad|14-Jan-14|Silver|Fuel|F|174697|1
Bengaluru|18-Dec-13|Silver|Food|F|180193|1
Bengaluru|06-Nov-14|Silver|Grocery|F|292047|1
Bengaluru|23-May-15|Silver|Food|F|233112|1
Ahmedabad|22-Feb-15|Silver|Grocery|F|226198|1
Ahmedabad|11-Apr-14|Silver|Bills|F|73112|1
Bengaluru|23-Jun-14|Silver|Entertainment|F|35232|1
Delhi|30-Jun-14|Silver|Entertainment|F|55074|1
Bengaluru|31-Dec-14|Silver|Food|F|186680|1
Bengaluru|20-Jan-15|Silver|Food|F|191642|1
Mumbai|30-Oct-13|Silver|Food|F|238752|1
Ahmedabad|11-Oct-13|Silver|Bills|F|131578|1
Bengaluru|17-Dec-14|Silver|Grocery|F|227118|1
Mumbai|07-Oct-14|Silver|Grocery|F|16479|1
Ahmedabad|07-Oct-14|Silver|Entertainment|F|253764|1
Bengaluru|17-Oct-14|Silver|Entertainment|F|274164|1
Delhi|13-Jan-14|Silver|Bills|F|67192|1
Mumbai|14-Dec-14|Silver|Fuel|F|294525|1
Delhi|29-Dec-13|Silver|Food|F|13681|1
Delhi|01-Nov-14|Silver|Bills|F|27075|1
Delhi|30-Oct-13|Silver|Entertainment|F|252226|1
Mumbai|21-Apr-15|Silver|Grocery|F|62418|1
Delhi|11-Mar-15|Silver|Food|F|256766|1
Mumbai|24-Oct-14|Silver|Entertainment|F|85271|1
Delhi|09-Oct-13|Silver|Fuel|F|39439|1
Delhi|22-Mar-14|Silver|Food|F|284449|1
Bengaluru|12-Nov-14|Silver|Food|F|42900|1
Bengaluru|18-Sep-14|Silver|Fuel|F|235352|1
Bengaluru|06-Nov-13|Silver|Bills|F|55248|1
Bengaluru|20-Feb-14|Silver|Grocery|F|168702|1
Mumbai|02-Nov-14|Silver|Bills|F|189022|1
Ahmedabad|22-Jan-14|Silver|Bills|F|286226|1
Mumbai|30-Dec-13|Silver|Grocery|F|292143|1
Mumbai|18-Jan-15|Silver|Bills|F|136134|1
Ahmedabad|24-Jun-14|Silver|Food|F|105723|1
Bengaluru|10-May-14|Silver|Entertainment|F|264985|1
Mumbai|11-Sep-14|Silver|Bills|F|261257|1
Ahmedabad|27-May-14|Silver|Entertainment|F|39126|1
Bengaluru|19-Mar-15|Silver|Bills|F|278199|1
Mumbai|02-Sep-14|Silver|Grocery|F|96925|1
Mumbai|26-Jun-14|Silver|Bills|F|242270|1
Delhi|23-Jan-14|Silver|Food|F|1400|1
Delhi|02-Jul-14|Silver|Entertainment|F|75806|1
Delhi|16-Jan-15|Silver|Entertainment|F|15162|1
Delhi|06-Apr-15|Silver|Entertainment|F|8452|1
Delhi|25-Nov-14|Silver|Fuel|F|178922|1
Mumbai|06-Oct-13|Silver|Fuel|F|66083|1
Bengaluru|31-Oct-14|Silver|Fuel|F|26449|1
Ahmedabad|20-Mar-14|Silver|Grocery|F|187484|1
Delhi|18-Dec-13|Silver|Grocery|F|262261|1
Bengaluru|03-Jun-14|Silver|Grocery|F|58978|1
Bengaluru|23-Feb-15|Silver|Fuel|F|173079|1
Delhi|20-Mar-14|Silver|Bills|F|66615|1
Delhi|06-Jun-14|Silver|Bills|F|126746|1
Delhi|25-Jan-15|Silver|Food|F|264442|1
Bengaluru|06-Dec-13|Silver|Food|F|77708|1
Ahmedabad|06-Nov-13|Silver|Fuel|F|176835|1
Mumbai|22-Nov-14|Silver|Entertainment|F|79441|1
Bengaluru|06-Nov-13|Silver|Food|F|7625|1
Mumbai|18-Dec-13|Silver|Bills|F|171174|1
Bengaluru|08-May-14|Silver|Fuel|F|282058|1
Mumbai|14-Jul-14|Silver|Bills|F|80869|1
Bengaluru|03-Aug-14|Silver|Food|F|263200|1
Ahmedabad|02-Jun-14|Silver|Food|F|226791|1
Delhi|14-Oct-13|Silver|Entertainment|F|184533|1
Ahmedabad|11-Jan-14|Silver|Grocery|F|216441|1
Mumbai|03-Dec-14|Silver|Fuel|F|289661|1
Ahmedabad|20-Jun-14|Silver|Food|F|10052|1
Bengaluru|19-Sep-14|Silver|Fuel|F|237560|1
Bengaluru|09-Jan-15|Silver|Entertainment|F|47237|1
Ahmedabad|12-Jan-15|Silver|Fuel|F|71160|1
Mumbai|23-Apr-15|Silver|Food|F|72682|1
Delhi|31-Aug-14|Silver|Fuel|F|14092|1
Bengaluru|08-Feb-14|Silver|Bills|F|236228|1
Delhi|16-Jul-14|Silver|Entertainment|F|10545|1
Mumbai|01-Nov-13|Silver|Bills|F|76284|1
Mumbai|26-Apr-14|Silver|Food|F|164032|1
Mumbai|22-Oct-13|Silver|Grocery|F|218315|1
Ahmedabad|22-Mar-14|Silver|Bills|F|32586|1
Delhi|05-Feb-15|Silver|Bills|F|154746|1
Mumbai|19-May-14|Silver|Bills|F|95295|1
Ahmedabad|17-May-14|Silver|Bills|F|182407|1
Ahmedabad|07-Dec-14|Silver|Fuel|F|187593|1
Bengaluru|16-Dec-13|Silver|Food|F|225662|1
Delhi|27-Mar-14|Silver|Fuel|F|245991|1
Ahmedabad|09-Sep-14|Silver|Entertainment|F|60639|1
Delhi|25-May-15|Silver|Fuel|F|78973|1
Mumbai|04-Apr-14|Silver|Grocery|F|191154|1
Mumbai|11-Jun-14|Silver|Fuel|F|35692|1
Delhi|07-Apr-15|Silver|Entertainment|F|92644|1
Bengaluru|27-Apr-15|Silver|Fuel|F|137339|1
Ahmedabad|08-Nov-13|Silver|Entertainment|F|195699|1
Ahmedabad|17-Jan-14|Silver|Grocery|F|74923|1
Bengaluru|29-Nov-14|Silver|Grocery|F|254342|1
Mumbai|16-Feb-15|Silver|Food|F|109836|1
Mumbai|31-Aug-14|Silver|Grocery|F|18188|1
Mumbai|15-Dec-13|Silver|Bills|F|239819|1
Delhi|02-Apr-14|Silver|Entertainment|F|51523|1
Bengaluru|10-Nov-14|Silver|Fuel|F|218805|1
Ahmedabad|07-Mar-15|Silver|Grocery|F|152175|1
Ahmedabad|11-May-14|Silver|Bills|F|45947|1
Mumbai|02-Jan-14|Silver|Bills|F|97386|1
Ahmedabad|19-Feb-14|Silver|Bills|F|77248|1
Delhi|30-Nov-14|Silver|Entertainment|F|24410|1
Delhi|03-Aug-14|Silver|Bills|F|262709|1
Mumbai|24-Aug-14|Silver|Entertainment|F|189510|1
Delhi|06-Nov-14|Silver|Fuel|F|36799|1
